City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
626,Lagos,PT,73.81,clear sky,37.7167,-25.4333,Pestana Bahia Praia
627,Tawkar,SD,80.42,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
628,Elizabeth City,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
630,Lubao,CD,77.32,clear sky,-5.35,21.4167,
631,Gigmoto,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
632,Praia,CV,78.39,overcast clouds,14.8961,-24.4956,Hotel Xaguate
639,Akyab,MM,77.25,overcast clouds,16.7833,94.7333,New Pammawaddy Hotel
640,Terrace,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
641,Tombouctou,ML,88.88,scattered clouds,16.6362,1.637,
643,Matadi,CD,77.32,clear sky,-5.35,21.4167,
644,Nuevitas,CU,86.16,clear sky,21.5453,-77.2644,Hotel Caonaba
645,Qostanay,KZ,73.26,clear sky,46.844,74.9804,Family
646,Sioux Lookout,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
647,Caohai,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
649,Alihe,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
651,Narasannapeta,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
653,Buala,PT,70.03,clear sky,40.1629,-8.3327,Casa Maquia
655,Kegayli,UZ,77.09,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
656,Sept-Iles,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
658,San Quintin,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
659,Champerico,US,86.9,haze,37.3394,-121.895,The Westin San Jose
664,Yingkou,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
666,Orumiyeh,IR,80.02,scattered clouds,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
672,Lucea,JM,84.63,light rain,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
673,Camacha,PT,73.81,clear sky,37.7167,-25.4333,Pestana Bahia Praia
674,Riviere-Au-Renard,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
677,Turbat,PK,80.82,clear sky,30.9236,66.4512,Niamat parda Center chaman
679,Jati,PK,80.82,clear sky,30.9236,66.4512,Niamat parda Center chaman
